callsign|channel|city|state|licensee|lat|lon
-|8|JONESBORO|AR|GRAY TELEVISION LICENSEE, LLC|35.889444|-90.935556
KAAH-TV|27|HONOLULU|HI|TRINITY BROADCASTING OF TEXAS, INC.|21.392667|-158.096694
KAAL|36|AUSTIN|MN|KAAL-TV, LLC|43.642778|-92.526667
KAAS-TV|17|SALINA|KS|KSAS LICENSEE, LLC|39.104444|-97.387778
KABB|30|SAN ANTONIO|TX|KABB LICENSEE, LLC|29.291389|-98.270278
KABC-TV|7|LOS ANGELES|CA|KABC TELEVISION, LLC|34.226944|-118.066944
KACV-TV|9|AMARILLO|TX|AMARILLO JUNIOR COLLEGE DISTRICT|35.342528|-101.822556
KADN-TV|16|LAFAYETTE|LA|BCBL LICENSE SUBSIDIARY, LLC|30.362083|-92.214583
KAEF-TV|22|ARCATA|CA|SINCLAIR MEDIA LICENSEE, LLC|40.727306|-123.972528
KAET|8|PHOENIX|AZ|ARIZONA BOARD OF REGENTS FOR ARIZONA STATE UNIVERSITY|33.333333|-112.064444
KAFT|9|FAYETTEVILLE|AR|ARKANSAS EDUCATIONAL TELEVISION COMMISSION|35.814722|-94.028333
KAID|21|BOISE|ID|STATE BOARD OF EDUCATION, STATE OF IDAHO|43.755778|-116.099167
KAII-TV|7|WAILUKU|HI|NEXSTAR MEDIA INC.|20.657083|-156.359944
KAIL|7|FRESNO|CA|RADIANT LIFE MINISTRIES, INC.|37.071917|-119.431194
KAIT|27|JONESBORO|AR|GRAY TELEVISION LICENSEE, LLC|35.889444|-90.935556
KAJB|36|CALIPATRIA|CA|CALIPATRIA BROADCASTING COMPANY, LLC|33.050583|-114.828028
KAKE|10|WICHITA|KS|KNOXVILLE TV LLC|37.781389|-97.519167
KAKW-DT|13|KILLEEN|TX|KAKW LICENSE PARTNERSHIP, L.P.|30.726194|-97.990389
KALB-TV|35|ALEXANDRIA|LA|GRAY TELEVISION LICENSEE, LLC|31.037778|-92.495833
KALO|18|HONOLULU|HI|REAL LIFE NETWORK: HAWAII|21.403000|-158.097833
KAMC|27|LUBBOCK|TX|MISSION BROADCASTING, INC.|33.526056|-101.869056
KAMR-TV|19|AMARILLO|TX|NEXSTAR MEDIA INC.|35.342528|-101.822556
KAMU-TV|12|COLLEGE STATION|TX|TEXAS A & M UNIVERSITY|30.630000|-96.342778
KARD|19|WEST MONROE|LA|NEXSTAR MEDIA INC.|32.095167|-92.176194
KARE|31|MINNEAPOLIS|MN|MULTIMEDIA HOLDINGS CORPORATION|45.062500|-93.139444
KARK-TV|32|LITTLE ROCK|AR|NEXSTAR MEDIA INC.|34.799167|-92.500000
KARZ-TV|28|LITTLE ROCK|AR|NEXSTAR MEDIA INC.|34.799167|-92.491667
KASA-TV|27|SANTA FE|NM|NBC TELEMUNDO LICENSE LLC|35.213833|-106.450917
KASN|34|PINE BLUFF|AR|MISSION BROADCASTING, INC.|34.441944|-92.217778
KASW|27|PHOENIX|AZ|SCRIPPS BROADCASTING HOLDINGS LLC|33.333611|-112.063056
KASY-TV|36|ALBUQUERQUE|NM|MISSION BROADCASTING, INC.|35.213833|-106.450917
KATC|28|LAFAYETTE|LA|SCRIPPS BROADCASTING HOLDINGS LLC|30.323806|-92.290139
KATU|24|PORTLAND|OR|SINCLAIR PORTLAND LICENSEE, LLC|45.516056|-122.734194
KATV|22|LITTLE ROCK|AR|KATV LICENSEE, LLC|34.797389|-92.489111
KAUT-TV|19|OKLAHOMA CITY|OK|NEXSTAR MEDIA INC.|35.568611|-97.489167
KAUZ-TV|22|WICHITA FALLS|TX|KAUZ LICENSE SUBSIDIARY, LLC|33.901111|-98.539444
KAVU-TV|20|VICTORIA|TX|QUEENB TELEVISION OF TEXAS, LLC|28.845389|-97.126111
KAWB|28|BRAINERD|MN|NORTHERN MINNESOTA PUBLIC TELEVISION, INC.|46.422500|-94.461667
KAWE|9|BEMIDJI|MN|NORTHERN MINNESOTA PUBLIC TELEVISION, INC.|47.700833|-94.487500
KAYU-TV|28|SPOKANE|WA|RINCON BROADCASTING SPOKANE LLC|47.578889|-117.297222
KAZA-TV|22|AVALON|CA|KAZA-TV LLC|34.213306|-118.062306
KAZD|31|LAKE DALLAS|TX|KAZD-TV LLC|32.587639|-96.966667
KAZF|32|FLAGSTAFF|AZ|GRAY TELEVISION LICENSEE, LLC|34.968778|-111.508500
KAZQ|17|ALBUQUERQUE|NM|ALPHA OMEGA BROADCASTING OF ALBUQUERQUE, INC.|35.214194|-106.450833
KAZS|27|YUMA|AZ|GRAY TELEVISION LICENSEE, LLC|33.050583|-114.828028
KAZT-TV|7|PRESCOTT|AZ|KAZT, L.L.C.|34.687500|-112.117639
KBAK-TV|33|BAKERSFIELD|CA|SINCLAIR BAKERSFIELD LICENSEE, LLC|35.453000|-118.591194
KBCA|26|ALEXANDRIA|LA|WILDERNESS COMMUNICATIONS, LLC|30.904833|-92.624694
KBCB|19|BELLINGHAM|WA|RADIANT LIFE MINISTRIES, INC.|48.679167|-122.843333
KBDI-TV|13|BROOMFIELD|CO|COLORADO PUBLIC TELEVISION, INC.|39.681917|-105.497472
KBEH|4|GARDEN GROVE|CA|KWHY-22 BROADCASTING, LLC|34.213306|-118.062306
KBFD-DT|33|HONOLULU|HI|THE ALLEN BROADCASTING CORP.|21.310556|-157.859167
KBGS-TV|16|BILLINGS|MT|BOARD OF REGENTS OF THE MONTANA UNIVERSITY SYSTEM|45.766917|-108.458000
KBHE-TV|26|RAPID CITY|SD|SOUTH DAKOTA BOARD OF DIRECTORS FOR EDUCATIONAL TELECOMMUNICATIONS|44.052222|-103.243333
KBIM-TV|10|ROSWELL|NM|NEXSTAR MEDIA INC.|33.055306|-103.822500
KBIN-TV|33|COUNCIL BLUFFS|IA|IOWA PUBLIC BROADCASTING BOARD|41.254167|-95.835556
KBJR-TV|19|SUPERIOR|WI|GRAY TELEVISION LICENSEE, LLC|46.789194|-92.114278
KBLN-TV|30|GRANTS PASS|OR|BETTER LIFE TELEVISION|42.382056|-123.275889
KBLR|20|PARADISE|NV|TELEMUNDO LAS VEGAS LICENSE LLC|36.009556|-115.006389
KBME-TV|22|BISMARCK|ND|PRAIRIE PUBLIC BROADCASTING, INC.|46.589722|-100.800833
KBMT|12|BEAUMONT|TX|LSB BROADCASTING, INC.|30.190556|-93.885556
KBMY|17|BISMARCK|ND|KBMY-KMCY, LLC|46.587500|-100.805833
KBOI-TV|20|BOISE|ID|SINCLAIR BOISE LICENSEE, LLC|43.755778|-116.099167
KBRR|10|THIEF RIVER FALLS|MN|CTND LICENSE LLC|47.977194|-96.605333
KBSD-DT|6|ENSIGN|KS|GRAY TELEVISION LICENSEE, LLC|37.641111|-100.344722
KBSH-DT|7|HAYS|KS|GRAY TELEVISION LICENSEE, LLC|38.883611|-99.337500
KBSI|36|CAPE GIRARDEAU|MO|PADUCAH TELEVISION LICENSE LLC|37.406389|-89.562222
KBSL-DT|10|GOODLAND|KS|GRAY TELEVISION LICENSEE, LLC|39.469444|-101.555833
KBSV|15|CERES|CA|BET-NAHRAIN, INC.|37.589083|-120.957444
KBTC-TV|27|TACOMA|WA|BATES TECHNICAL COLLEGE|47.278722|-122.512889
KBTV-TV|27|PORT ARTHUR|TX|KBTV LICENSEE, LLC|30.155750|-93.986278
KBTX-TV|16|BRYAN|TX|GRAY TELEVISION LICENSEE, LLC|30.554583|-96.031194
KBVO|27|LLANO|TX|NEXSTAR MEDIA INC.|30.676944|-98.566667
KBVU|28|EUREKA|CA|SINCLAIR MEDIA LICENSEE, LLC|40.727306|-123.972528
KBWT|9|TONOPAH|NV|KBWT-TV LLC|38.072694|-117.222028
KBYU-TV|17|PROVO|UT|BRIGHAM YOUNG UNIVERSITY|40.659167|-112.202778
KBZK|13|BOZEMAN|MT|SCRIPPS BROADCASTING HOLDINGS LLC|45.673333|-110.868056
KCAL-TV|9|LOS ANGELES|CA|LOS ANGELES TELEVISION STATION KCAL LLC|34.227222|-118.067500
KCAU-TV|9|SIOUX CITY|IA|NEXSTAR MEDIA INC.|42.586389|-96.232500
KCBA|11|SALINAS|CA|VISTAWEST OF MONTEREY, LLC|36.756111|-121.502778
KCBD|35|LUBBOCK|TX|GRAY TELEVISION LICENSEE, LLC|33.502306|-101.872583
KCBS-TV|31|LOS ANGELES|CA|CBS BROADCASTING INC.|34.231944|-118.072500
KCBU|15|PRICE|UT|GRAY TELEVISION LICENSEE, LLC|39.757000|-110.989694
KCBY-TV|11|COOS BAY|OR|SINCLAIR EUGENE LICENSEE, LLC|43.390389|-124.130639
KCCI|8|DES MOINES|IA|HEARST PROPERTIES INC.|41.809722|-93.621389
KCCW-TV|12|WALKER|MN|CBS BROADCASTING INC.|46.934722|-94.455556
KCDO-TV|23|STERLING|CO|SCRIPPS BROADCASTING HOLDINGS LLC|40.033667|-103.938583
KCDT|18|COEUR D'ALENE|ID|STATE BOARD OF EDUCATION, STATE OF IDAHO|47.731556|-116.730722
KCEB|35|LONGVIEW|TX|HC2 STATION GROUP, INC.|32.454361|-95.130639
KCEC|32|BOULDER|CO|SPANISH TELEVISION OF DENVER, INC.|39.671500|-105.218889
KCEN-TV|9|TEMPLE|TX|LSB BROADCASTING, INC.|31.273611|-97.220833
KCET|28|LOS ANGELES|CA|PUBLIC MEDIA GROUP OF SOUTHERN CALIFORNIA|34.223889|-118.063056
KCFW-TV|9|KALISPELL|MT|SINCLAIR MEDIA LICENSEE, LLC|48.013333|-114.366111
KCGE-DT|16|CROOKSTON|MN|PRAIRIE PUBLIC BROADCASTING INC.|47.976028|-96.604417
KCHF|10|SANTA FE|NM|SON BROADCASTING, INC.|35.214864|-106.451094
KCIT|15|AMARILLO|TX|MISSION BROADCASTING, INC.|35.342528|-101.822556
KCKA|19|CENTRALIA|WA|BATES TECHNICAL COLLEGE|46.554167|-123.058333
KCLO-TV|16|RAPID CITY|SD|NEXSTAR MEDIA INC.|44.070278|-103.250833
KCNC-TV|35|DENVER|CO|CBS TELEVISION STATIONS INC.|39.730722|-105.232111
KCNS|32|SAN FRANCISCO|CA|RNN NATIONAL, LLC|37.755278|-122.452778
KCOP-TV|13|LOS ANGELES|CA|FOX TELEVISION STATIONS, LLC|34.224722|-118.064167
KCOS|13|EL PASO|TX|TEXAS TECH UNIVERSITY|31.787500|-106.480278
KCOY-TV|19|SANTA MARIA|CA|VISTAWEST CALIFORNIA, LLC|34.910278|-120.186944
KCPQ|13|TACOMA|WA|FOX TELEVISION STATIONS, LLC|47.547778|-122.807500
KCPT|18|KANSAS CITY|MO|PUBLIC TELEVISION 19, INC.|39.083056|-94.480556
KCRA-TV|35|SACRAMENTO|CA|HEARST STATIONS INC.|38.265000|-121.491111
KCRG-TV|32|CEDAR RAPIDS|IA|GRAY TELEVISION LICENSEE, LLC|42.316389|-91.858611
KCSD-TV|24|SIOUX FALLS|SD|SOUTH DAKOTA BOARD OF DIRECTORS FOR EDUCATIONAL TELECOMMUNICATIONS|43.574417|-96.655583
KCSG|14|CEDAR CITY|UT|KCSG-TV LLC|37.639583|-113.033028
KCTS-TV|9|SEATTLE|WA|CASCADE PUBLIC MEDIA|47.615833|-122.308889
KCTV|24|KANSAS CITY|MO|GRAY TELEVISION LICENSEE, LLC|39.070667|-94.582639
KCVU|30|PARADISE|CA|SINCLAIR MEDIA LICENSEE, LLC|39.961861|-121.711972
KCWC-DT|8|LANDER|WY|CENTRAL WYOMING COLLEGE|42.583056|-108.710556
KCWE|31|KANSAS CITY|MO|HEARST STATIONS INC.|39.084167|-94.515833
KCWI-TV|23|AMES|IA|TEGNA BROADCAST HOLDINGS, LLC|41.830000|-93.615167
KCWV|27|DULUTH|MN|RADIANT LIFE MINISTRIES, INC.|46.785278|-92.121111
KCWX|8|FREDERICKSBURG|TX|CORRIDOR TELEVISION, L.L.P.|30.137139|-98.610028
KCWY-DT|12|CASPER|WY|MARQUEE BROADCASTING WEST, INC.|42.743611|-106.307222
KDAF|32|DALLAS|TX|TRIBUNE MEDIA COMPANY|32.543333|-96.959167
KDBC-TV|18|EL PASO|TX|KDBC LICENSEE, LLC|31.815278|-106.489444
KDCK|21|DODGE CITY|KS|SMOKY HILLS PUBLIC TELEVISION CORP.|37.825833|-100.178056
KDCU-DT|31|DERBY|KS|ENTRAVISION HOLDINGS, LLC|37.800194|-97.525056
KDEN-TV|29|LONGMONT|CO|NBC TELEMUNDO LICENSE LLC|40.099167|-104.900889
KDFI|27|DALLAS|TX|NW COMMUNICATIONS OF TEXAS, INC.|32.585333|-96.978361
KDFW|35|DALLAS|TX|NW COMMUNICATIONS OF TEXAS, INC.|32.585333|-96.978361
KDIN-TV|11|DES MOINES|IA|IOWA PUBLIC BROADCASTING BOARD|41.809167|-93.615000
KDKA-TV|25|PITTSBURGH|PA|CBS BROADCASTING INC.|40.493889|-80.018889
KDKF|29|KLAMATH FALLS|OR|OREGON TV LICENSE COMPANY, LLC|42.097083|-121.634139
KDLH|33|DULUTH|MN|GRAY TELEVISION LICENSEE, LLC|46.789194|-92.114278
KDLO-TV|3|FLORENCE|SD|NEXSTAR MEDIA INC.|44.965556|-97.589722
KDLT-TV|21|SIOUX FALLS|SD|GRAY TELEVISION LICENSEE, LLC|43.505000|-96.556389
KDLV-TV|26|MITCHELL|SD|GRAY TELEVISION LICENSEE, LLC|43.759167|-98.412500
KDMI|19|DES MOINES|IA|RADIANT LIFE MINISTRIES, INC.|41.830000|-93.615167
KDNL-TV|31|ST. LOUIS|MO|KDNL LICENSEE, LLC|38.580556|-90.329167
KDOC-TV|12|ANAHEIM|CA|RADIANT LIFE MINISTRIES, INC.|34.231944|-118.072500
KDOR-TV|36|BARTLESVILLE|OK|TRINITY BROADCASTING OF TEXAS, INC.|36.515722|-95.770917
KDRV|12|MEDFORD|OR|OREGON TV LICENSE COMPANY, LLC|42.691500|-123.230056
KDSD-TV|17|ABERDEEN|SD|SOUTH DAKOTA BOARD OF DIRECTORS FOR EDUCATIONAL TELECOMMUNICATIONS|45.498333|-97.674722
KDSE|9|DICKINSON|ND|PRAIRIE PUBLIC BROADCASTING, INC.|46.726389|-102.916389
KDSM-TV|16|DES MOINES|IA|KDSM LICENSEE, LLC|41.830000|-93.615167
KDTN|29|DENTON|TX|COMMUNITY TELEVISION EDUCATORS OF DFW, INC.|32.589444|-96.970250
KDTP|11|HOLBROOK|AZ|COMMUNITY TELEVISION EDUCATORS, INC.|34.920389|-110.132000
KDTV-DT|20|SAN FRANCISCO|CA|KDTV LICENSE PARTNERSHIP, G.P.|37.499167|-121.872222
KDTX-TV|21|DALLAS|TX|TRINITY BROADCASTING OF TEXAS, INC.|32.589444|-96.970250
KDUH-TV|7|SIDNEY|NE|MARQUEE BROADCASTING WEST, INC.|41.841083|-103.074667
KDVR|36|DENVER|CO|TRIBUNE BROADCASTING COMPANY II LLC|39.728361|-105.237694
KECI-TV|13|MISSOULA|MT|SINCLAIR MEDIA LICENSEE, LLC|47.017778|-114.013889
KECY-TV|9|EL CENTRO|CA|NPG OF YUMA-EL CENTRO, LLC|33.055306|-114.829694
KEDB|4|FORT BRAGG|CA|ONE MINISTRIES FORT BRAGG INC|39.693750|-123.579722
KEDS|2|COLUSA|CA|ONE MINISTRIES, INC.|39.205389|-121.820556
KEDT|23|CORPUS CHRISTI|TX|SOUTH TEXAS PUBLIC BROADCASTING, INC.|27.655833|-97.565556
KEDZ|3|TULARE|CA|ONE MINISTRIES, INC.|36.287278|-118.838500
KEET|11|EUREKA|CA|REDWOOD EMPIRE PUBLIC TELEVISION, INC.|40.728306|-123.972639
KELO-TV|11|SIOUX FALLS|SD|NEXSTAR MEDIA INC.|43.518611|-96.535000
KEMO-TV|32|FREMONT|CA|HC2 STATION GROUP, INC.|37.755278|-122.452778
KEMS|16|VERNAL|UT|VENTURA MEDIA COMMUNICATIONS, LLC|40.351111|-109.154194
KEMV|13|MOUNTAIN VIEW|AR|ARKANSAS EDUCATIONAL TELEVISION COMMISSION|35.813056|-92.290278
KENS|29|SAN ANTONIO|TX|KENS-TV, INC.|29.269861|-98.265528
KENV-DT|10|ELKO|NV|RENO (KENV-TV) LICENSEE, INC.|40.699667|-115.903028
KENW|32|PORTALES|NM|EASTERN NEW MEXICO UNIVERSITY|34.252333|-103.239556
KEPB-TV|29|EUGENE|OR|OREGON PUBLIC BROADCASTING, INC.|44.001667|-123.115833
KEPR-TV|18|PASCO|WA|SINCLAIR YAKIMA LICENSEE, LLC|46.097222|-119.192500
KERA-TV|14|DALLAS|TX|NORTH TEXAS PUBLIC BROADCASTING, INC.|32.543333|-96.959167
KERO-TV|10|BAKERSFIELD|CA|SCRIPPS BROADCASTING HOLDINGS LLC|35.453833|-118.594528
KESD-TV|8|BROOKINGS|SD|SOUTH DAKOTA BOARD OF DIRECTORS FOR EDUCATIONAL TELECOMMUNICATIONS|44.337778|-97.228611
KESQ-TV|28|PALM SPRINGS|CA|GULF-CALIFORNIA BROADCAST COMPANY|33.866139|-116.434722
KETA-TV|13|OKLAHOMA CITY|OK|OKLAHOMA EDUCATIONAL TELEVISION AUTHORITY|35.597806|-97.489778
KETC|23|ST. LOUIS|MO|ST. LOUIS REGIONAL PUBLIC MEDIA, INC.|38.482222|-90.398056
KETD|15|CASTLE ROCK|CO|ESTRELLA TELEVISION LICENSE LLC|39.671389|-105.218889
KETG|13|ARKADELPHIA|AR|ARKANSAS EDUCATIONAL TELEVISION COMMISSION|33.907222|-93.113056
KETH-TV|24|HOUSTON|TX|COMMUNITY EDUCATIONAL TELEVISION, INC.|29.571028|-95.510639
KETK-TV|22|JACKSONVILLE|TX|NEXSTAR MEDIA INC.|32.061389|-95.314167
KETS|7|LITTLE ROCK|AR|ARKANSAS EDUCATIONAL TELEVISION COMMISSION|34.441944|-92.217778
KETV|20|OMAHA|NE|HEARST PROPERTIES INC.|41.308889|-96.026167
KETZ|10|EL DORADO|AR|ARKANSAS EDUCATIONAL TELEVISION COMMISSION|33.078222|-92.225250
KEVN-TV|7|RAPID CITY|SD|GRAY TELEVISION LICENSEE, LLC|44.066667|-103.250833
KEYC-TV|12|MANKATO|MN|GRAY TELEVISION LICENSEE, LLC|43.936944|-94.410833
KEYE-TV|34|AUSTIN|TX|KEYE LICENSEE, LLC|30.322028|-97.803500
KEYT-TV|27|SANTA BARBARA|CA|NPG OF CALIFORNIA, LLC|34.525556|-119.958889
KEYU|31|BORGER|TX|GRAY TELEVISION LICENSEE, LLC|35.292833|-101.845389
KEZI|9|EUGENE|OR|OREGON TV LICENSE COMPANY, LLC|44.290944|-123.539528
KFAA-TV|30|DECATUR|TX|WFAA-TV, INC.|32.585333|-96.978361
KFBB-TV|8|GREAT FALLS|MT|COWLES MONTANA MEDIA COMPANY|47.535556|-111.284722
KFCT|21|FORT COLLINS|CO|TRIBUNE BROADCASTING COMPANY II LLC|40.642222|-104.818611
KFDA-TV|10|AMARILLO|TX|GRAY TELEVISION LICENSEE, LLC|35.292778|-101.845556
KFDM|15|BEAUMONT|TX|KFDM LICENSEE, LLC|30.140278|-93.979167
KFDX-TV|28|WICHITA FALLS|TX|NEXSTAR MEDIA INC.|33.889722|-98.558611
KFFV|16|SEATTLE|WA|KFFV-TV LLC|47.615444|-122.309389
KFFX-TV|11|PENDLETON|OR|RINCON BROADCASTING YAKIMA LLC|45.747528|-118.038500
KFJX|13|PITTSBURG|KS|SAGAMOREHILL OF MISSOURI LICENSES, LLC|37.220833|-94.707222
KFMB-TV|8|SAN DIEGO|CA|KFMB-TV, LLC|32.838056|-117.250000
KFME|13|FARGO|ND|PRAIRIE PUBLIC BROADCASTING, INC.|47.012500|-97.195000
KFNB|20|CASPER|WY|FRTV LICENSE LLC|42.740556|-106.360000
KFNE|10|RIVERTON|WY|FRTV LICENSE LLC|43.457167|-108.201194
KFNR|9|RAWLINS|WY|FRTV LICENSE LLC|41.771028|-107.238028
KFOR-TV|27|OKLAHOMA CITY|OK|TRIBUNE BROADCASTING COMPANY II LLC|35.568611|-97.489167
KFOX-TV|15|EL PASO|TX|KFOX LICENSEE, LLC|31.815278|-106.489444
KFPH-DT|13|FLAGSTAFF|AZ|UNIMAS PARTNERSHIP OF FLAGSTAFF|34.968278|-111.510028
KFPX-TV|36|NEWTON|IA|ION TELEVISION LICENSE, LLC|41.809722|-93.621389
KFQX|15|GRAND JUNCTION|CO|MISSION BROADCASTING, INC.|39.066083|-108.746750
KFRE-TV|36|SANGER|CA|KFRE LICENSEE, LLC|37.076944|-119.434444
KFSF-DT|34|VALLEJO|CA|UNIMAS SAN FRANCISCO LLC|37.755278|-122.452778
KFSM-TV|18|FORT SMITH|AR|CAPE PUBLICATIONS, INC.|35.830361|-94.156750
KFSN-TV|30|FRESNO|CA|KFSN TELEVISION, LLC|37.076944|-119.434444
KFTA-TV|27|FORT SMITH|AR|NEXSTAR MEDIA INC.|35.710000|-94.137778
KFTC|26|BEMIDJI|MN|FOX TELEVISION STATIONS, LLC|47.555833|-94.801389
KFTH-DT|36|ALVIN|TX|UNIMAS HOUSTON LLC|29.571111|-95.510556
KFTR-DT|29|ONTARIO|CA|UNIMAS LOS ANGELES LLC|34.226694|-118.067306
KFTS|33|KLAMATH FALLS|OR|SOUTHERN OREGON PUBLIC TELEVISION, INC.|42.097083|-121.634139
KFTU-DT|36|DOUGLAS|AZ|UNIMAS PARTNERSHIP OF DOUGLAS|31.482028|-109.959500
KFTV-DT|21|HANFORD|CA|KFTV LICENSE PARTNERSHIP, G.P.|37.072778|-119.431389
KFVE|25|KAILUA-KONA|HI|GRAY TELEVISION LICENSEE, LLC|19.616722|-155.949778
KFVS-TV|11|CAPE GIRARDEAU|MO|GRAY TELEVISION LICENSEE, LLC|37.429083|-89.503944
KFWD|9|FORT WORTH|TX|RNN NATIONAL, LLC|32.588889|-96.968306
KFXA|27|CEDAR RAPIDS|IA|SECOND GENERATION OF IOWA, LTD|42.090278|-92.087222
KFXB-TV|14|DUBUQUE|IA|CHRISTIAN TELEVISION NETWORK OF IOWA, INC.|42.519167|-90.619722
KFXK-TV|20|LONGVIEW|TX|WARWICK COMMUNICATIONS, INC.|32.260111|-94.950889
KFXL-TV|15|LINCOLN|NE|KHGI LICENSEE, LLC|40.727694|-96.614139
KFYR-TV|31|BISMARCK|ND|GRAY TELEVISION LICENSEE, LLC|46.605639|-100.807333
KGAN|29|CEDAR RAPIDS|IA|KGAN LICENSEE, LLC|42.316389|-91.858611
KGBT-TV|18|HARLINGEN|TX|TRIBUNE BROADCASTING COMPANY II, LLC|26.100639|-97.839306
KGCW|21|BURLINGTON|IA|NEXSTAR MEDIA INC.|41.327500|-90.379444
KGEB|12|TULSA|OK|UNIVERSITY BROADCASTING, INC.|36.043056|-95.953333
KGET-TV|25|BAKERSFIELD|CA|NEXSTAR MEDIA INC.|35.438083|-118.740639
KGFE|15|GRAND FORKS|ND|PRAIRIE PUBLIC BROADCASTING, INC.|47.976028|-96.604417
KGIN|11|GRAND ISLAND|NE|GRAY TELEVISION LICENSEE, LLC|40.587222|-98.803056
KGLA-DT|35|HAMMOND|LA|MAYAVISION, INC.|29.978333|-89.940556
KGMB|23|HONOLULU|HI|GRAY TELEVISION LICENSEE, LLC|21.397778|-158.100000
KGMC|11|MERCED|CA|COCOLA BROADCASTING COMPANIES LLC|37.074111|-119.432444
KGMD-TV|9|HILO|HI|NEXSTAR MEDIA INC.|19.713611|-155.134167
KGMV|24|WAILUKU|HI|NEXSTAR MEDIA INC.|20.657083|-156.359944
KGNS-TV|8|LAREDO|TX|GRAY TELEVISION LICENSEE, LLC|27.672778|-99.664444
KGO-TV|12|SAN FRANCISCO|CA|KGO TELEVISION, INC.|37.755278|-122.452778
KGPE|34|FRESNO|CA|NEXSTAR MEDIA INC.|37.070556|-119.426111
KGPX-TV|34|SPOKANE|WA|INYO BROADCAST LICENSES LLC|47.593056|-117.297222
KGTV|10|SAN DIEGO|CA|SCRIPPS BROADCASTING HOLDINGS LLC|32.838889|-117.249722
KGUN-TV|9|TUCSON|AZ|SCRIPPS BROADCASTING HOLDINGS LLC|32.415444|-110.714750
KGW|26|PORTLAND|OR|SANDER OPERATING CO. III LLC D/B/A KGW TELEVISION|45.522361|-122.747083
KGWC-TV|14|CASPER|WY|BHTV LICENSE LLC|42.740556|-106.360000
KGWL-TV|7|LANDER|WY|BHTV LICENSE LLC|42.895222|-108.726778
KGWN-TV|30|CHEYENNE|WY|MARQUEE BROADCASTING WEST, INC.|41.100111|-105.007000
KGWR-TV|13|ROCK SPRINGS|WY|BHTV LICENSE LLC|41.439111|-109.112333
KHAW-TV|11|HILO|HI|NEXSTAR MEDIA INC.|19.713611|-155.134167
KHBC-TV|22|HILO|HI|GRAY TELEVISION LICENSEE, LLC|19.727778|-155.066944
KHBS|21|FORT SMITH|AR|ARKANSAS HEARST TELEVISION INC.|35.070972|-94.678889
KHCE-TV|16|SAN ANTONIO|TX|SAN ANTONIO COMMUNITY|29.290250|-98.255833
KHET|11|HONOLULU|HI|HAWAII PUBLIC TELEVISION FOUNDATION|21.397778|-158.100000
KHGI-TV|18|KEARNEY|NE|KHGI LICENSEE, LLC|40.657750|-98.868056
KHII-TV|22|HONOLULU|HI|NEXSTAR MEDIA INC.|21.397778|-158.100000
KHIN|35|RED OAK|IA|IOWA PUBLIC BROADCASTING BOARD|41.344167|-95.256111
KHME|2|RAPID CITY|SD|GRAY TELEVISION LICENSEE, LLC|44.068722|-103.251389
KHMT|22|HARDIN|MT|MISSION BROADCASTING, INC.|45.740278|-108.138972
KHNE-TV|28|HASTINGS|NE|NEBRASKA EDUCATIONAL TELECOMMUNICATIONS COMMISSION|40.772222|-98.089444
KHNL|35|HONOLULU|HI|GRAY TELEVISION LICENSEE, LLC|21.397778|-158.100000
KHOG-TV|15|FAYETTEVILLE|AR|ARKANSAS HEARST TELEVISION INC.|36.015833|-94.083333
KHON-TV|8|HONOLULU|HI|NEXSTAR MEDIA INC.|21.291472|-157.835361
KHOU|11|HOUSTON|TX|KHOU-TV, INC.|29.561056|-95.501250
KHQ-TV|15|SPOKANE|WA|KHQ, INCORPORATED|47.581111|-117.297500
KHQA-TV|22|HANNIBAL|MO|RINCON BROADCASTING QUINCY LLC|39.972778|-91.331944
KHRR|16|TUCSON|AZ|NBC TELEMUNDO LICENSE LLC|32.248833|-111.116417
KHSL-TV|36|CHICO|CA|CALIFORNIA TV LICENSE COMPANY, LLC|39.957944|-121.714694
KHSV|23|LAS VEGAS|NV|CHANNEL 33, INC.|36.008611|-115.005556
KHVO|13|HILO|HI|KITV, INC.|19.713611|-155.134167
KIAH|34|HOUSTON|TX|TRIBUNE MEDIA COMPANY|29.568611|-95.499444
KICU-TV|36|SAN JOSE|CA|FOX TELEVISION STATIONS, LLC|37.488056|-121.867500
KIDK|36|IDAHO FALLS|ID|VISTAWEST MEDIA, LLC|43.497500|-112.664722
KIDY|19|SAN ANGELO|TX|LSB BROADCASTING, INC.|31.589444|-100.516944
KIEM-TV|3|EUREKA|CA|-|40.730278|-123.953056
KIFI-TV|18|IDAHO FALLS|ID|NPG OF IDAHO, INC.|43.501111|-112.662778
KIFR|22|VISALIA|CA|VITA BROADCASTING|36.287278|-118.838500
KIII|8|CORPUS CHRISTI|TX|LSB BROADCASTING, INC.|27.658611|-97.601389
KIIN|12|IOWA CITY|IA|IOWA PUBLIC BROADCASTING BOARD|41.720833|-91.341667
KIKU|19|HONOLULU|HI|KIKU, LLC|21.394444|-158.097500
KILM|24|INGLEWOOD|CA|ION MEDIA LICENSE COMPANY, LLC|34.226667|-118.067278
KIMA-TV|33|YAKIMA|WA|SINCLAIR YAKIMA LICENSEE, LLC|46.532500|-120.510278
KIMT|24|MASON CITY|IA|ROCHESTER TV LICENSE COMPANY, LLC|43.475556|-92.708333
KINC|16|LAS VEGAS|NV|ENTRAVISION HOLDINGS, LLC|35.946111|-115.043611
